Nest,EggNumber,EggID,ChickID,Nest_Fate,mass,length,width,EggVolume,LayDate,Clutch Avg
8117,1,,NA,Failed,,,,,.,
8118,1,8118-1,8118-1,Unobserved,,48.1,34.4,30.97291418,5/18/08,
8118,2,8118-2,8118-2,Unobserved,,50.1,34.4,32.2414761,.,
8118,3,8118-3,8118-3,Unobserved,,49.6,34.5,32.1075104,.,
8118,4,8118-4,8118-4,Unobserved,,48.4,33.8,30.10163546,.,
8118,5,8118-5,8118-5,Unobserved,,48.8,34.5,31.5971312,.,
8118,6,8118-6,8118-6,Unobserved,,48.1,33,28.5401624,.,
8118,7,8118-7,8118-7,Unobserved,,49.3,34.5,31.9161182,.,
8118,8,8118-8,8118-8,Unobserved,,49.5,34.7,32.41091588,5/25/08,
8119,1,8119-1,8119-1,Unobserved,,49,34,30.825184,.,
8119,2,8119-2,8119-2,Unobserved,,48.8,34.1,30.87938861,.,
8119,3,8119-3,8119-3,Unobserved,,46.8,33.3,28.28028387,.,
8119,4,8119-4,8119-4,Unobserved,,47.1,32.5,27.129665,.,
8119,5,8119-5,8119-5,Unobserved,,49.9,34.2,31.7476593,.,
8119,6,8119-6,8119-6,Unobserved,,47.9,33.5,29.2770954,.,
8119,7,8119-7,8119-7,Unobserved,,50.7,33.6,31.14371379,.,
8119,8,8119-8,8119-8,Unobserved,,48.5,31.6,26.42256576,5/24/08,
8120,1,8120-1,8120-1,Active,,49.9,33.5,30.4801474,5/18/08,
8120,2,8120-2,8120-2,Active,,50.1,33.9,31.32442566,.,
8120,3,8120-3,8120-3,Active,,51.5,34.6,33.51040464,.,
8120,4,8120-4,8120-4,Active,,50.8,34.6,33.06123021,.,
8120,5,8120-5,8120-5,Active,,50.1,34.4,32.2414761,.,
8120,6,8120-6,8120-6,Active,,50.4,34.4,32.43176038,.,
8120,7,8120-7,8120-7,Active,,51,34.8,33.56898944,5/24/08,
8120,8,8120-8,8120-8,Active,,51.6,33,30.5831264,5/25/08,
8120,9,8120-9,8120-9,Active,,49.5,33.5,30.239537,5/26/08,
8120,10,8120-10,8120-10,Active,,47.8,32.3,27.19392443,.,
8120,11,8120-11,8120-11,Active,,46.9,31.5,25.4075774,.,
8120,12,8120-12,8120-12,Active,,50.8,33.1,30.29614557,.,
8120,P1,8120-P1,8120-P1,Active,,48.9,34.7,32.02368054,.,
8120,P2,8120-P2,8120-P2,Active,,48.5,35,32.3091,.,
8120,P3,8120-P3,8120-P3,Active,,48.2,34.9,31.93153195,5/22/08,
8121,1,8121-1,8121-1,Unobserved,,49.1,32.5,28.261965,5/18/08,
8121,2,8121-2,8121-2,Unobserved,,48,31.7,26.31780992,.,
8121,3,8121-3,8121-3,Unobserved,,48.8,32.1,27.41622829,.,
8121,4,8121-4,8121-4,Unobserved,,51.1,32.4,29.2165065,.,
8121,5,8121-5,8121-5,Unobserved,,49.4,33,29.2989776,.,
8121,6,8121-6,8121-6,Unobserved,,49.3,33,29.2406072,.,
8121,7,8121-7,8121-7,Unobserved,,50.2,32.5,28.88473,.,
8121,8,8121-8,8121-8,Unobserved,,48.9,32.3,27.80904822,5/25/08,
8122,1,8122-1,NA,Failed,23,52.4,35.5,35.8598856,5/18/08,
8123,1,,NA,Failed,,47.6,33.5,29.0966376,.,
8123,2,,NA,Failed,,48.1,34,30.2675296,.,
8123,3,,NA,Failed,,46.6,33.4,28.32801146,.,
8123,4,,NA,Failed,,47.6,33.9,29.78448426,.,
8123,5,,NA,Failed,,47.6,33.6,29.26783386,.,
8123,6,,NA,Failed,,46.6,33.3,28.16141086,.,
8123,7,,NA,Failed,,46,33.3,27.80479184,5/20/08,
8123,8,,NA,Failed,,46.8,33.2,28.11346995,.,
8123,9,,NA,Failed,,46.6,32.9,27.50000402,.,
8123,10,,NA,Failed,,45.6,32.5,26.28044,5/24/08,
8123.1,1,8123-1,8123-1,Active,,47.9,42.6,47.05687414,.,
8123.1,2,8123-2,8123-2,Active,,46.5,42.9,46.33437884,.,
8123.1,3,8123-3,8123-3,Active,,44.4,31.7,24.37877418,.,
8123.1,4,8123-4,8123-4,Active,,45.5,33.5,27.833433,.,
8123.1,5,8123-5,8123-5,Active,,46.3,33.6,28.48117453,.,
8123.1,6,8123-6,8123-6,Active,,47.6,33,28.2483104,.,
8123.1,7,8123-7,8123-7,Active,,46.6,34.2,29.67880006,.,
8123.1,8,8123-8,8123-8,Active,,45.2,33.9,28.30614051,6/6/08,
8123.1,9,8123-9,8123-9,Active,,46.2,33.5,28.2545012,6/7/08,
8123.1,10,8123-10,8123-10,Active,,44.9,33,26.6723096,.,
8123.1,11,8123-11,8123-11,Active,,45.9,33.3,27.74535534,.,
8123.1,12,8123-12,8123-12,Active,,45.1,34.1,28.57330382,.,
8124,1,8124-1,8124-1,Active,,48.2,33,28.5985328,.,
8124,2,8124-2,8124-2,Active,,47,33.2,28.23163008,.,
8124,3,8124-3,8124-3,Active,,47.4,33.7,29.31779442,.,
8124,4,8124-4,8124-4,Active,,48.6,33.2,29.1769111,.,
8124,5,8124-5,8124-5,Active,,47,33.1,28.06460712,.,
8124,6,8124-6,8124-6,Active,,47.4,33.3,28.6369029,.,
8124,7,8124-7,8124-7,Active,,47.8,32.6,27.69276141,5/25/08,
8124,8,8124-8,8124-8,Active,,47,33.2,28.23163008,5/26/08,
8124,9,8124-9,8124-9,Active,,46.3,33.3,27.98310135,.,
8124,10,8124-10,8124-10,Active,,47.5,33.1,28.3582306,.,
8124,11,8124-11,8124-11,Active,,47.4,33.2,28.46795034,.,
8125,1,,NA,Failed,,,,,.,
8125,2,,NA,Failed,,,,,.,
8125,3,,NA,Failed,,,,,.,
8125,4,,NA,Failed,,,,,.,
8125.1,1,,NA,Failed,,,,,.,
8125.1,2,,NA,Failed,,,,,.,
8126,1,8126-1,8126-1,Active,,50,33.4,30.361008,5/20/08,
8126,2,8126-2,8126-2,Active,,51.5,34.5,33.319661,.,
8126,3,8126-3,8126-3,Active,,49.1,33.1,29.29782574,.,
8126,4,8126-4,8126-4,Active,,48.6,32.7,28.31857678,.,
8126,5,8126-5,8126-5,Active,,51.5,34.1,32.56220724,.,
8126,6,8126-6,8126-6,Active,,51.4,34.3,32.8767701,5/25/08,
8126,7,8126-7,8126-7,Active,,50.1,34,31.5067616,5/26/08,
8126,8,8126-8,8126-8,Active,,50.2,33.5,30.6606052,.,
8126,9,8126-9,8126-9,Active,,50.4,33.5,30.7809104,.,
8127,1,8127-1,NA,Failed,29.9,51.3,32.7,29.86605327,.,
8127,2,8127-2,NA,Failed,28.9,52,31.9,28.82682592,.,
8127,3,8127-3,NA,Failed,30.7,51.5,33.2,30.89023296,.,
8127,4,8127-4,NA,Failed,29.4,51.7,32.5,29.733955,.,
8128,1,8128-1,8128-1,Unobserved,,49.9,32,27.8523136,.,
8128,2,8128-2,8128-2,Unobserved,,50.5,34,31.754608,.,
8128,3,8128-3,8128-3,Unobserved,,49.8,33.1,29.70889861,.,
8128,4,8128-4,8128-4,Unobserved,,50.6,33.4,30.7197721,.,
8128,5,8128-5,8128-5,Unobserved,,50.6,33.4,30.7197721,.,
8128,6,8128-6,8128-6,Unobserved,,50.3,33,29.8243112,5/25/08,
8128,7,8128-7,8128-7,Unobserved,,49,31.6,26.69017984,.,
8128,8,8128-8,8128-8,Unobserved,,47.8,33.1,28.53440469,.,
8128,9,8128-9,8128-9,Unobserved,,50.6,33.6,31.08320154,.,
8129,1,8129-1,8129-1,Unobserved,,48.6,34.2,30.93265414,5/20/08,
8129,2,8129-2,8129-2,Unobserved,,47.6,33.2,28.58611046,.,
8129,3,8129-3,8129-3,Unobserved,,49.4,35,32.90004,.,
8129,4,8129-4,8129-4,Unobserved,,49.3,35,32.83438,.,
8129,5,8129-5,8129-5,Unobserved,,51.6,35.5,35.3194904,.,
8129,6,8129-6,8129-6,Unobserved,,48.8,35,32.50608,5/25/08,
8129,7,8129-7,8129-7,Unobserved,,50.2,34.8,33.04969549,.,
8129,8,8129-8,8129-8,Unobserved,,50.1,34.2,31.8730447,.,
8129,9,8129-9,8129-9,Unobserved,,51.2,35,34.08192,.,
8130,1,8130-1,8130-1,Unobserved,,48.1,35.6,33.13856858,5/20/08,
8130,2,8130-2,8130-2,Unobserved,,48.5,33.8,30.16287024,.,
8130,3,8130-3,8130-3,Unobserved,,48.4,33.5,29.5778584,.,
8130,4,8130-4,8130-4,Unobserved,,48.2,33.5,29.4575532,.,
8130,5,8130-5,8130-5,Unobserved,,46.1,32.7,26.88572818,.,
8130,6,8130-6,8130-6,Unobserved,,48.1,33.8,29.9179311,5/25/08,
8130,7,8130-7,8130-7,Unobserved,,48.9,34,30.7632224,5/26/08,
8130,8,8130-8,8130-8,Unobserved,,46.9,32,26.2057216,.,
8130,9,8130-9,8130-9,Unobserved,,45.4,32.2,25.6948793,.,
8130,10,8130-10,8130-10,Unobserved,,48.3,33.1,28.82802817,.,
8130,11,8130-11,8130-11,Unobserved,,48,33.7,29.68303232,5/30/08,
8131,1,8131-1,8131-1,Active,29.8,50.4,33.1,30.06124678,.,
8131,2,8131-2,8131-2,Active,30.9,50.3,33.8,31.26509635,.,
8131,3,8131-3,8131-3,Active,,49,32.6,28.37632864,.,
8131,4,8131-4,8131-4,Active,,48.7,32.9,28.71836471,.,
8131,5,8131-5,8131-5,Active,,51.3,33.2,30.77207283,.,
8131,6,8131-6,8131-6,Active,,48.7,33.9,30.46205847,.,
8131,7,8131-7,8131-7,Active,,50.3,34,31.6306848,.,
8131,8,8131-8,8131-8,Active,,50.8,32.7,29.57948355,.,
8131,9,8131-9,8131-9,Active,,50.2,33.9,31.38602331,.,
8131,10,8131-10,8131-10,Active,,49.2,32.8,28.83519181,.,
8131,11,8131-11,8131-11,Active,,49.9,34.4,32.1146199,.,
8132,1,8132-1,8132-1,Active,,49.4,33.2,29.64955162,.,
8132,2,8132-2,8132-2,Active,,50.5,32.8,29.58483712,.,
8132,3,8132-3,8132-3,Active,,49.3,32.8,28.89285683,.,
8132,4,8132-4,8132-4,Active,,48.8,32.5,28.09212,.,
8132,5,8132-5,8132-5,Active,,48.8,32,27.2485632,.,
8132,6,8132-6,8132-6,Active,,50.1,32.8,29.35417702,.,
8132,7,8132-7,8132-7,Active,,49.9,31.6,27.17188518,.,
8133,1,8133-1,NA,Failed,,47.9,31.7,26.26394782,.,
8133,2,8133-2,NA,Failed,,48.8,32,27.2485632,.,
8133,3,8133-3,NA,Failed,,48.4,31.3,25.87950986,.,
8133,4,8133-4,NA,Failed,,49.2,31.4,26.46494835,.,
8133,5,8133-5,NA,Failed,,48.6,31.7,26.64098254,.,
8133,6,8133-6,NA,Failed,,47.7,30.6,24.40410339,.,
8133,7,8133-7,NA,Failed,,51,31.5,27.588146,.,
8133,8,8133-8,NA,Failed,,48.4,31,25.3946464,.,
8133,9,8133-9,NA,Failed,,48.5,31.4,26.09501616,.,
8134,1,8134-1,8134-1,Active,,45.1,31.8,24.90931126,.,
8134,2,8134-2,8134-2,Active,,47.2,32.5,27.18628,.,
8134,3,8134-3,8134-3,Active,,46.8,32.2,26.47292403,.,
8134,4,8134-4,8134-4,Active,,46.5,33.2,27.93622976,.,
8134,5,8134-5,8134-5,Active,,47.2,32.7,27.51618157,.,
8134,6,8134-6,8134-6,Active,,45.5,31.8,25.12612112,.,
8134,7,8134-7,8134-7,Active,,47.5,32.1,26.6982386,.,
8134,8,8134-8,8134-8,Active,,45.6,31.4,24.56243994,.,
8134,9,8134-9,8134-9,Active,,47.9,31.9,26.59052618,.,
8134,10,8134-10,8134-10,Active,,46.4,32.8,27.22057114,.,
8135,1,8135-1,8135-1,Active,,46.5,32.9,27.44198684,.,
8135,2,8135-2,8135-2,Active,,48.6,32.8,28.48920166,.,
8135,3,8135-3,8135-3,Active,,47.3,33.3,28.57746639,.,
8135,4,8135-4,8135-4,Active,,46.6,32.3,26.5228803,.,
8135,5,8135-5,8135-5,Active,,45.2,31.8,24.96351373,.,
8135,6,8135-6,8135-6,Active,,48.1,32.6,27.86365322,.,
8135,7,8135-7,8135-7,Active,,48.1,33,28.5401624,.,
8135,8,8135-8,8135-8,Active,,46.4,33.3,28.04253786,.,
8135,9,8135-9,8135-9,Active,,48,32.9,28.31224448,.,
8135,10,8135-10,8135-10,Active,,47.6,32.5,27.41274,.,
8135,11,8135-11,8135-11,Active,,45.4,30.8,23.54858522,.,
8136,1,8136-1,8136-1,Active,,50.8,34.9,33.62895069,.,
8136,2,8136-2,8136-2,Active,,49.2,35,32.76872,.,
8136,3,8136-3,8136-3,Active,,49.1,35.7,34.00551802,.,
8136,4,8136-4,8136-4,Active,,50.7,36.1,35.87899239,.,
8136,5,8136-5,8136-5,Active,,50.3,36.3,35.98997655,.,
8136,6,8136-6,8136-6,Active,,51.3,36.2,36.49690659,.,
8136,7,8136-7,8136-7,Active,,50.6,35.9,35.4185893,.,
8136,8,8136-8,8136-8,Active,,51.5,36.3,36.83751476,.,
8137,1,8137-1,8137-1,Unobserved,,50.2,33.9,31.38602331,.,
8137,2,8137-2,8137-2,Unobserved,,51.4,35.1,34.4063683,.,
8137,3,8137-3,8137-3,Unobserved,,50.5,34.8,33.24443072,.,
8137,4,8137-4,8137-4,Unobserved,,51.8,35.3,35.06143963,.,
8137,5,8137-5,8137-5,Unobserved,,49.7,35.5,34.0360518,.,
8137,6,8137-6,8137-6,Unobserved,,49.6,35.6,34.15752602,.,
8137,7,8137-7,8137-7,Unobserved,,51.3,34.8,33.76372467,.,
8137,8,8137-8,8137-8,Unobserved,,51.4,35.2,34.60004762,.,
8137,9,8137-9,8137-9,Unobserved,,49.9,34.6,32.48372022,.,
8138,1,8138-1,8138-1,Unobserved,,47.4,33.2,28.46795034,.,
8138,2,8138-2,8138-2,Unobserved,,46.3,32.7,27.00035607,.,
8138,3,8138-3,8138-3,Unobserved,,46.8,33.2,28.11346995,.,
8138,4,8138-4,8138-4,Unobserved,,46.8,33,27.7813472,.,
8138,5,8138-5,8138-5,Unobserved,,47.4,32.7,27.63080946,.,
8138,6,8138-6,8138-6,Unobserved,,46.2,33.3,27.92366485,.,
8138,7,8138-7,8138-7,Unobserved,,47.3,32.8,27.73955635,.,
8138,8,8138-8,8138-8,Unobserved,,46.5,33.6,28.60219904,.,
8138,9,8138-9,8138-9,Unobserved,,46.6,32.9,27.50000402,.,
8138,10,8138-10,8138-10,Unobserved,,45.9,32.8,26.93224602,.,
8139,1,8139-1,NA,Unobserved,,48.8,33.1,29.12165165,.,
8139,2,8139-2,NA,Unobserved,,48.3,33.8,30.04040067,.,
8139,3,8139-3,NA,Unobserved,,50.8,33.1,30.29614557,.,
8139,4,8139-4,NA,Unobserved,,49.9,31.8,27.51102954,.,
8139,5,8139-5,NA,Unobserved,,48.3,32.8,28.31620659,.,
8139,6,8139-6,NA,Unobserved,,48.3,34.6,31.45703581,.,
8139,7,8139-7,NA,Unobserved,,50.2,32.5,28.88473,.,
8139,8,,NA,Unobserved,,,,,.,
8139,9,,NA,Unobserved,,,,,.,
8140,1,8140-1,8140-1,Unobserved,,50.4,32.8,29.5271721,.,
8140,2,8140-2,8140-2,Unobserved,,49.8,33.2,29.88587187,.,
8140,3,8140-3,8140-3,Unobserved,,51.2,34,32.1883392,.,
8140,4,8140-4,8140-4,Unobserved,,50.2,33.6,30.84115251,.,
8140,5,8140-5,8140-5,Unobserved,,49.9,34,31.3828384,.,
8140,6,8140-6,8140-6,Unobserved,,49.9,33.3,30.1228155,.,
8140,7,8140-7,8140-7,Unobserved,,49.1,32.4,28.09116378,.,
8140,8,8140-8,8140-8,Unobserved,,49.5,33,29.357348,.,
8140,9,8140-9,8140-9,Unobserved,,49.1,33,29.1238664,.,
8140,10,8140-10,8140-10,Unobserved,,52.6,33.6,32.29344666,.,
8141,1,8141-1,8141-1,Unobserved,,49.2,32.8,28.83519181,.,
8141,2,8141-2,8141-2,Unobserved,,48.8,34.2,31.05803955,.,
8141,3,8141-3,8141-3,Unobserved,,47.7,33.3,28.81521241,.,
8141,4,8141-4,8141-4,Unobserved,,47.6,33.2,28.58611046,.,
8141,5,8141-5,8141-5,Unobserved,,47.4,30.5,24.0983036,.,
8141,6,8141-6,8141-6,Unobserved,,46.5,32.5,26.789975,.,
8141,7,8141-7,8141-7,Unobserved,,48.4,33.6,29.7519319,.,
8141,8,8141-8,8141-8,Unobserved,,,,,.,
8141,P1,8141-P1,8141-P1,Unobserved,,50.5,34.5,32.681687,.,
8142,1,8142-1,8142-1,Active,,51,32.5,29.33765,.,
8142,2,8142-2,8142-2,Active,,52.2,32.2,29.47395373,.,
8142,3,8142-3,8142-3,Active,,51.1,33.3,30.83605354,.,
8142,4,8142-4,8142-4,Active,,54.9,32.5,31.545635,.,
8142,5,8142-5,8142-5,Active,,50.6,32.1,28.41036786,.,
8142,6,8142-6,8142-6,Active,,53.8,33,31.8672752,.,
8142,7,8142-7,8142-7,Active,,52.1,33.1,31.05956662,.,
8142,8,8142-8,8142-8,Active,,51.9,32.6,30.02828278,.,
8142,9,8142-9,8142-9,Active,,50.7,32.7,29.52216961,.,
8142,10,8142-10,8142-10,Active,,50.8,32.5,29.22442,.,
8143,1,8143-1,8143-1,Unobserved,,48.1,34.5,31.1505494,.,
8143,2,8143-2,8143-2,Unobserved,,48.8,34.3,31.23721363,.,
8143,3,8143-3,8143-3,Unobserved,,46.8,33.1,27.94715773,.,
8143,4,8143-4,8143-4,Unobserved,,48.8,33.8,30.34657459,.,
8143,5,8143-5,8143-5,Unobserved,,48.5,33,28.773644,.,
8143,6,8143-6,8143-6,Unobserved,,48.9,35,32.57174,.,
8143,7,8143-7,8143-7,Unobserved,,48.1,34.3,30.79579458,.,
8143,8,8143-8,8143-8,Unobserved,,47.9,34.3,30.66967486,.,
8144,1,8144-1,NA,Failed,,,,,.,
8145,1,8145-1,8145-1,Unobserved,,49.4,32.2,27.91786426,.,
8145,2,8145-2,8145-2,Unobserved,,49.6,32.9,29.2405193,.,
8145,3,8145-3,8145-3,Unobserved,,50.4,31.9,27.95412358,.,
8145,4,8145-4,8145-4,Unobserved,,49.2,32.1,27.63714819,.,
8145,5,8145-5,8145-5,Unobserved,,50,32.2,28.251312,.,
8145,6,8145-6,8145-6,Unobserved,,49,31.8,27.02320736,.,
8145,7,8145-7,8145-7,Unobserved,,49.5,32.3,28.14457028,.,
8145,8,8145-8,8145-8,Unobserved,,49.1,32.2,27.75114038,.,
8145,9,8145-9,8145-9,Unobserved,,48.8,32.1,27.41622829,.,
8145,10,8145-10,8145-10,Unobserved,,49,32.3,27.86496856,.,
8146,1,8146-1,8146-1,Unobserved,,52.6,35.1,35.19879714,.,
8146,2,8146-2,8146-2,Unobserved,,51.1,34.2,32.49997174,.,
8146,3,8146-3,8146-3,Unobserved,,51.1,35.2,34.40080998,.,
8146,4,8146-4,8146-4,Unobserved,,54.4,35.2,36.59242394,.,
8146,5,8146-5,8146-5,Unobserved,,51.5,35.6,35.44820544,.,
8146,6,8146-6,8146-6,Unobserved,,52.4,34.3,33.50736874,.,
8146,7,8146-7,8146-7,Unobserved,,54.5,35.1,36.45347612,.,
8146,8,8146-8,8146-8,Unobserved,,52.4,34.2,33.3149769,.,
8146,9,8146-9,8146-9,Unobserved,,50.6,35.5,34.6439964,.,
8147,1,8147-1,8147-1,Active,,50.7,34.1,32.06359431,.,
8147,2,8147-2,8147-2,Active,,48.4,34.3,30.98497418,.,
8147,3,8147-3,8147-3,Active,,49.6,33.2,29.76771174,.,
8147,4,8147-4,8147-4,Active,,50.1,34.8,32.98478374,.,
8147,5,8147-5,8147-5,Active,,49.2,34.7,32.21729821,.,
8147,6,8147-6,8147-6,Active,,50.2,35,33.42532,.,
8147,7,8147-7,8147-7,Active,,48.3,33.8,30.04040067,.,
8147,8,8147-8,8147-8,Active,,48.9,33.5,29.8786214,.,
8147,9,8147-9,8147-9,Active,,49.3,34.4,31.73405133,.,
8147,10,8147-10,8147-10,Active,,49.2,34.3,31.48945309,.,
8148,1,8148-1,NA,Failed,,48.3,34.6,31.45703581,.,
8148,2,8148-2,NA,Failed,,48.3,35.2,32.54125875,.,
8148,3,8148-3,NA,Failed,,48.7,35.1,32.62340343,.,
8148,4,8148-4,NA,Failed,,46.6,34.4,30.02149274,.,
8148,5,8148-5,NA,Failed,,48.7,35.1,32.62340343,.,
8148,6,8148-6,NA,Failed,,47,34.6,30.62285472,.,
8148,7,8148-7,NA,Failed,,47.3,34.1,29.94448937,.,
8148,8,8148-8,NA,Failed,,49.1,35,32.70306,.,
8148,9,8148-9,NA,Failed,,48.2,34.5,31.2143468,.,
8148,10,8148-10,NA,Failed,,48.6,34.7,31.83006286,.,
8149,1,8149-1,8149-1,Unobserved,,48.3,34.9,31.99681729,.,
8149,2,8149-2,8149-2,Unobserved,,48.9,34.4,31.48033894,.,
8149,3,8149-3,8149-3,Unobserved,,49.9,34.1,31.56498138,.,
8149,4,8149-4,8149-4,Unobserved,,48.5,34.5,31.405739,.,
8149,5,8149-5,8149-5,Unobserved,,48.7,34.8,32.07601933,.,
8149,6,8149-6,8149-6,Unobserved,,49.9,34.2,31.7476593,.,
8149,7,8149-7,8149-7,Unobserved,,48.3,34.6,31.45703581,.,
8149,8,8149-8,8149-8,Unobserved,,48.7,34.6,31.71370691,.,
8149,9,8149-9,8149-9,Unobserved,,49.2,33.5,30.0590792,.,
8149,10,8149-10,8149-10,Unobserved,,49,33.6,30.11500544,.,
8150,1,8150-1,8150-1,Unobserved,,48.9,35,32.57174,.,
8150,2,8150-2,8150-2,Unobserved,,47.4,35.5,32.4824156,.,
8150,3,8150-3,8150-3,Unobserved,,48.4,35.4,32.97397798,.,
8150,4,8150-4,8150-4,Unobserved,,48.1,35.5,32.9552614,.,
8150,5,8150-5,8150-5,Unobserved,,47.6,34.8,31.36199014,.,
8150,6,8150-6,8150-6,Unobserved,,46.2,34.2,29.42802925,.,
8150,7,8150-7,8150-7,Unobserved,,48,35.4,32.70530048,.,
8150,8,8150-8,8150-8,Unobserved,,47,34,29.585952,.,
8151,1,8151-1,8151-1,Unobserved,,50.8,34.5,32.8730792,.,
8151,2,8151-2,8151-2,Unobserved,,50.9,34,32.0024544,.,
8151,3,8151-3,8151-3,Unobserved,,50.8,34.8,33.43916595,.,
8151,4,8151-4,8151-4,Unobserved,,50.6,34.7,33.12084734,.,
8151,5,8151-5,8151-5,Unobserved,,51.2,34.4,32.93918515,.,
8151,6,8151-6,8151-6,Unobserved,,50.7,33.8,31.51003549,.,
8151,7,8151-7,8151-7,Unobserved,,48.9,34.4,31.48033894,.,
8151,8,8151-8,8151-8,Unobserved,,49.2,34.7,32.21729821,.,
8152,1,8152-1,NA,Failed,,,,,.,
8152,2,8152-2,NA,Failed,,,,,.,
8152,3,8152-3,NA,Failed,,,,,.,
8152,4,8152-4,NA,Failed,,,,,.,
8152,5,8152-5,NA,Failed,,,,,.,
8152,6,8152-6,NA,Failed,,,,,.,
8152,7,8152-7,NA,Failed,,,,,.,
8152,8,8152-8,NA,Failed,,,,,.,
8152,9,8152-9,NA,Failed,,,,,.,
8153,1,8153-1,NA,Failed,,46,32.8,26.98991104,.,
8153,2,8153-2,NA,Failed,,48.2,33,28.5985328,.,
8153,3,8153-3,NA,Failed,,47.3,33.3,28.57746639,.,
8153,4,8153-4,NA,Failed,,47.4,33.3,28.6369029,.,
8153,5,8153-5,NA,Failed,,47.2,32.3,26.85840237,.,
8153,6,8153-6,NA,Failed,,49,32.3,27.86496856,.,
8154,1,8154-1,NA,Unobserved,,51.1,31.1,26.95549502,.,
8154,2,8154-2,NA,Unobserved,,50.4,33.2,30.24035226,.,
8154,3,8154-3,NA,Unobserved,,50.1,33.6,30.78064026,.,
8154,4,8154-4,NA,Unobserved,,51.2,32.5,29.45088,.,
8154,5,8154-5,NA,Unobserved,,49.8,32.1,27.96852805,.,
8154,6,8154-6,NA,Unobserved,,50.3,33.2,30.18127219,.,
8154,7,8154-7,NA,Unobserved,,49.6,32.8,29.0658519,.,
8155,1,8155-1,NA,Failed,,48.6,33.3,29.35014094,.,
8155,2,8155-2,NA,Failed,,47.4,32,26.4801536,.,
8155,3,8155-3,NA,Failed,,50.3,33.9,31.44762097,.,
8155,4,8155-4,NA,Failed,,48,34,30.205568,.,
8155,5,8155-5,NA,Failed,,49.2,32.9,29.00845059,.,
8155,6,8155-6,NA,Failed,,48.9,33.4,29.70327382,.,
8156,1,8156-1,8156-1,Active,,47.5,34.9,31.4745346,.,
8156,2,8156-2,8156-2,Active,,46.7,34.5,30.2573858,.,
8156,3,8156-3,8156-3,Active,,47,34.4,30.27520512,.,
8156,4,8156-4,8156-4,Active,,47.2,34.9,31.27867859,.,
8156,5,8156-5,8156-5,Active,,47.8,34.7,31.31374907,.,
8156,6,8156-6,8156-6,Active,,47,34.3,30.10213608,.,
8156,7,8156-7,8156-7,Active,,47.2,34.8,31.10234317,.,
8156,8,8156-8,8156-8,Active,,48.5,35,32.3091,.,
8156,9,8156-9,8156-9,Active,,46.8,33.1,27.94715773,.,
8156,10,8156-10,8156-10,Active,,47.6,34.8,31.36199014,.,
8157,1,8157-1,8157-1,Active,,47.5,32.5,27.356125,.,
8157,2,8157-2,8157-2,Active,,47.2,32.8,27.68189133,.,
8157,3,8157-3,8157-3,Active,,47.6,32.5,27.41274,.,
8157,4,8157-4,8157-4,Active,,47.5,33,28.18994,.,
8157,5,8157-5,8157-5,Active,,46.9,32.9,27.67405554,.,
8157,6,8157-6,8157-6,Active,,45.8,32.5,26.39367,.,
8157,7,8157-7,8157-7,Active,,45.6,32.6,26.43955482,.,
8157,8,8157-8,8157-8,Active,,48.4,33.2,29.05875098,.,
8158,1,8158-1,8158-1,Active,,,,,.,
8158,2,8158-2,8158-2,Active,,,,,.,
8158,3,8158-3,8158-3,Active,,,,,.,
8158,4,8158-4,8158-4,Active,,,,,.,
8158,5,8158-5,8158-5,Active,,,,,.,
8158,6,8158-6,8158-6,Active,,,,,.,
8158,7,8158-7,8158-7,Active,,,,,.,
8158,8,8158-8,8158-8,Active,,,,,.,
8158,9,8158-9,8158-9,Active,,,,,.,
8159,1,8159-1,8159-1,Unobserved,,,,,.,
8159,2,8159-2,8159-2,Unobserved,,,,,.,
8159,3,8159-3,8159-3,Unobserved,,,,,.,
8159,4,8159-4,8159-4,Unobserved,,,,,.,
8159,5,8159-5,8159-5,Unobserved,,,,,.,
8159,6,8159-6,8159-6,Unobserved,,,,,.,
8160,1,8160-1,NA,Failed,,47.1,31.7,25.83305098,.,
8160,2,8160-2,NA,Failed,,47.2,31.6,25.72676915,.,
8160,3,8160-3,NA,Failed,,49,33.3,29.58788696,.,
8160,4,8160-4,NA,Failed,,46.6,33.9,29.1685077,.,
8160,5,8160-5,NA,Failed,,47.9,33.3,28.93408542,.,
8160,6,8160-6,NA,Failed,,47.5,31.1,25.0891666,.,
8160,7,8160-7,NA,Failed,,40,32.7,23.3895776,.,
8160,8,8160-8,NA,Failed,,,,,.,
8161,1,8161-1,8161-1,Active,,47.3,33.8,29.42805283,.,
8161,2,8161-2,8161-2,Active,,46.4,33.7,28.70906458,.,
8161,3,8161-3,8161-3,Active,,49.1,34.5,31.7885234,.,
8161,4,8161-4,8161-4,Active,,47,33.8,29.24434848,.,
8161,5,8161-5,8161-5,Active,,48,34,30.205568,.,
8161,6,8161-6,8161-6,Active,,47.7,34.3,30.54355513,.,
8161,7,8161-7,8161-7,Active,,46.8,33.3,28.28028387,.,
8161,8,8161-8,8161-8,Active,,47.7,34.1,30.19379583,.,
8161,9,8161-9,8161-9,Active,,48.5,34.7,31.76552364,.,
8161,10,8161-10,8161-10,Active,,46.4,33.1,27.71225894,.,
8162,1,8162-1,8162-1,Active,,51.3,33.4,31.13833021,.,
8162,2,8162-2,8162-2,Active,,48.9,32,27.3034496,.,
